Quarter,Year,Country,Delta_Interest_EU,Delta_Interest_JPY,Delta_Interest_US,ECB,Exchange_rate,FFR,FX_long,FX_short,Fin_depth,Fin_dev,GDP Growth,GDP per cap,Interest rate,JPY,Pol_Risk,Ratings FC,Ratings LC,VIX,WUI,market_volume_bonds,market_volume_loans,Amount,LCY,Currency,Domestic,Corporate,Industry,Bond,Tenor,Tenor_bracket,FCY
2,2012,Brazil,7.25,8.7,8.86,1.75,50.3635,0.14,0.023065045939258,0.0257253062680055,51.8885076473311,0.433532446622849,5.5,1434.018,9.0,0.3,-1.289309859,11.0,11.0,26.66,25315.06,0.0,4.017600000000001,0.1498,1,USD,1,1,Utilities,1,4.0,>10 yrs,1
4,2014,Brazil,11.45,11.45,11.66,0.3,2.3379,0.09,0.0285572202316924,0.0253995104574539,66.028510394056,0.564413249492645,0.5,12601.257,11.75,0.3,-0.070290133,12.0,12.0,14.29,19159.67,0.8866999999999999,15.3195,0.3,1,TRY,1,1,Energy,1,12.0,>10 yrs,1
4,2014,Mexico,11.45,11.45,11.66,0.3,2.3379,0.09,0.0285572202316924,0.0253995104574539,66.028510394056,0.564413249492645,0.5,12601.257,11.75,0.3,-0.070290133,12.0,12.0,14.29,19159.67,0.8866999999999999,15.3195,0.0607,1,BRL,1,1,Energy,0,13.0,>10 yrs,0
1,2017,Indonesia,6.5,6.45,6.1,0.25,68.0474,0.65,0.0180534358876743,0.0087587520562151,48.794021399068,0.467568516731262,6.8,1957.97,6.75,0.3,-0.774099052,12.0,12.0,12.54,32886.18,2.5757000000000003,9.718,0.0067,0,MYR,1,1,Utilities,0,12.0,5-10 yrs,0
3,2022,India,3.0463,4.2463,2.8663,1.5,4.3993,1.68,0.0119059842115851,0.0099932637261864,113.293637089939,0.727465748786926,8.7,12465.612,4.5463,0.3,0.140358165,14.0,14.0,25.56,20214.25,5.6328000000000005,1.6819,0.0162,1,THB,1,1,Utilities,0,16.0,>10 yrs,0
1,2017,South Africa,6.5,6.45,6.1,0.25,68.0474,0.65,0.0180534358876743,0.0087587520562151,48.794021399068,0.467568516731262,6.8,1957.97,6.75,0.3,-0.774099052,12.0,12.0,12.54,32886.18,2.5757000000000003,9.718,1.1556,1,USD,1,1,Energy,1,5.0,>10 yrs,0
2,2022,India,4.8752380952381,4.8252380952381,4.7952380952381,0.25,14.9598,0.33,0.0375542411184405,0.0268317375921443,92.1800552382856,0.492002218961716,1.9,6684.479,5.1252380952381,0.3,-0.72211808,9.0,9.0,25.69,25434.66,1.3523,10.4236,0.076,1,THB,1,1,Consumer discretionary,1,9.0,0-5 yrs,1
4,2022,Malaysia,3.68,6.13,3.35,2.75,80.2538,3.08,0.0136290899546278,0.0096957223651286,50.1421581396974,0.582220196723938,7.0,2366.31,6.43,0.3,-0.568608165,11.0,11.0,19.84,26940.26,22.4165,27.950100000000003,0.0074,0,THB,1,1,Health care,0,15.0,0-5 yrs,1
4,2022,Malaysia,8.07,10.52,7.74,2.75,20.0689,3.08,0.0335994533553141,0.0155898483378644,34.3332804057927,0.32231593132019,3.9,11259.75,10.82,0.3,-0.691959739,12.0,12.0,19.84,26940.26,19.7441,12.997600000000002,0.0221,1,USD,1,1,Consumer staples,1,1.0,0-5 yrs,0
2,2017,Malaysia,7.06,7.01,6.409999999999999,0.25,19.28,0.9,0.0251316010848631,0.0350347653673002,34.3431256723362,0.338865369558334,1.9,9542.783,7.31,0.3,-0.806073427,14.0,14.0,9.89,22192.55,0.9542,1.1829,0.3,1,MXN,1,1,Industrials,1,2.0,0-5 yrs,1
4,2019,India,3.8964,3.8464,2.3164,0.25,4.1819,1.83,0.0207484317203659,0.0086282319837669,120.706946299114,0.577838599681854,4.4,11228.293,4.1464,0.3,0.146066397,14.0,14.0,14.91,27789.54,1.0984,0.1891,0.0843,1,USD,1,1,Energy,1,19.0,>10 yrs,0
1,2017,India,6.5,6.45,6.1,0.25,68.0474,0.65,0.0180534358876743,0.0087587520562151,48.794021399068,0.467568516731262,6.8,1957.97,6.75,0.3,-0.774099052,12.0,12.0,12.54,32886.18,2.5757000000000003,9.718,0.3198,1,BRL,1,1,Energy,0,3.0,>10 yrs,0
1,2015,Malaysia,8.2,8.2,8.39,0.3,62.13,0.11,0.0213670145800781,0.0112044576032245,51.8675240772184,0.449610769748688,8.0,1590.174,8.5,0.3,-0.954773545,11.0,11.0,13.04,21909.18,0.0,6.894,0.2664,1,THB,1,1,Utilities,0,10.0,>10 yrs,0
4,2016,Indonesia,6.9572685,6.9072685,6.807268499999999,0.25,12998.0,0.4,0.0249998532873392,0.0261907126678544,39.4024246939413,0.283860296010971,5.0,3604.99,7.2072685,0.3,-0.379699737,11.0,11.0,14.07,30551.2,0.35,2.7297,0.0458,0,MYR,1,1,Energy,0,19.0,>10 yrs,0
4,2011,Indonesia,9.25,10.7,10.93,1.75,1.7492,0.07,0.0403204614740478,0.0326172985703481,58.0784911048748,0.522340774536133,4.0,13631.421,11.0,0.3,-0.132575423,12.0,12.0,27.41,18218.82,0.0,5.5368,0.4038,1,ZAR,1,1,Energy,0,21.0,5-10 yrs,0
2,2012,India,7.25,8.7,8.86,1.75,50.3635,0.14,0.023065045939258,0.0257253062680055,51.8885076473311,0.433532446622849,5.5,1434.018,9.0,0.3,-1.289309859,11.0,11.0,26.66,25315.06,0.0,4.017600000000001,1.54,0,THB,1,1,Energy,0,16.0,>10 yrs,1
4,2020,Brazil,4.23,4.180000000000001,4.390000000000001,0.25,21.6613,0.09,0.0373346500558611,0.0573684329653167,36.940246093683,0.328103870153427,-8.6,8742.217,4.48,0.3,-0.791369319,13.0,13.0,20.77,24511.59,3.3275,5.3634,0.0972,0,INR,1,1,Materials,0,17.0,5-10 yrs,0
3,2015,South Africa,7.95,7.95,8.12,0.3,63.7809,0.13,0.0206627398130711,0.0073569766480708,51.8675240772184,0.449610769748688,8.0,1590.174,8.25,0.3,-0.954773545,11.0,11.0,31.4,22771.92,0.6608,7.0463,0.0187,1,INR,1,1,Utilities,1,20.0,>10 yrs,0
2,2017,South Africa,6.25,6.2,5.6,0.25,65.8009,0.9,0.0175260584544546,0.0086370578245442,48.794021399068,0.467568516731262,6.8,1957.97,6.5,0.3,-0.774099052,12.0,12.0,9.89,22192.55,2.6243000000000003,10.1247,0.0607,1,TRY,1,1,Energy,1,20.0,>10 yrs,0
3,2022,Brazil,3.0463,4.2463,2.8663,1.5,4.3993,1.68,0.0119059842115851,0.0099932637261864,113.293637089939,0.727465748786926,8.7,12465.612,4.5463,0.3,0.140358165,14.0,14.0,25.56,20214.25,5.6328000000000005,1.6819,0.0054,1,MYR,1,1,Industrials,0,3.0,5-10 yrs,0
2,2016,Malaysia,6.75,6.7,6.63,0.25,66.8909,0.37,0.0204505833262499,0.0130984527609766,49.1012254191341,0.434415280818939,8.3,1714.28,7.0,0.3,-0.960426509,11.0,11.0,14.2,22924.96,1.1506,8.5868,0.0567,1,MYR,1,1,Energy,0,15.0,>10 yrs,0
3,2022,India,4.27772727272727,5.47772727272727,4.09772727272727,1.5,15.8144,1.68,0.0376150827709149,0.0263319362805003,92.1800552382856,0.492002218961716,1.9,6684.479,5.77772727272727,0.3,-0.72211808,9.0,9.0,25.56,20214.25,1.3523,10.4236,0.25,1,BRL,1,1,Industrials,1,9.404124616059676,0-5 yrs,0
4,2022,Malaysia,8.07,10.52,7.74,2.75,20.0689,3.08,0.0335994533553141,0.0155898483378644,34.3332804057927,0.32231593132019,3.9,11259.75,10.82,0.3,-0.691959739,12.0,12.0,19.84,26940.26,19.7441,12.997600000000002,0.1394,0,ZAR,1,1,Materials,0,6.0,0-5 yrs,0
3,2011,India,3.24,5.19,5.42,2.25,6.7859,0.07,0.0419210594033874,0.0232308022051955,118.970675992703,0.40332356095314,3.2,8799.477,5.49,0.3,0.02403157,14.0,14.0,31.82,19621.82,0.0,0.1518,0.0023,0,INR,1,1,Utilities,0,6.0,>10 yrs,1
2,2022,Malaysia,7.59,7.54,7.51,0.25,20.5444,0.33,0.0337834860096256,0.0145197373893394,34.3332804057927,0.32231593132019,3.9,11259.75,7.84,0.3,-0.691959739,12.0,12.0,25.69,25434.66,15.8964,12.200300000000002,0.0597,1,MYR,1,1,Materials,1,5.0,5-10 yrs,0
2,2012,Malaysia,6.75,8.2,8.36,1.75,1.7953,0.14,0.0413955935035898,0.0373265682947401,62.5192931966295,0.541808545589447,1.9,12782.844,8.5,0.3,0.045961641,12.0,12.0,26.66,25315.06,0.0,6.2486,0.0061,1,MXN,1,1,Utilities,1,3.0,>10 yrs,0
1,2012,Malaysia,3.04,4.49,4.71,1.75,13.3829,0.08,0.0326763018277289,0.0268942675738037,24.9270563810171,0.330739587545395,3.6,10631.077,4.79,0.3,-0.662454188,13.0,13.0,17.26,19113.69,0.0,0.4505999999999999,0.065,1,MYR,1,1,Energy,1,16.0,5-10 yrs,1
1,2016,India,7.5,7.45,7.41,0.25,67.3332,0.34,0.0202773900873297,0.0107911198987646,49.1012254191341,0.434415280818939,8.3,1714.28,7.75,0.3,-0.960426509,11.0,11.0,17.7,24088.85,0.8006,7.269099999999999,0.1533,1,MYR,1,1,Energy,1,10.0,>10 yrs,1
3,2021,Brazil,3.5,3.45,3.65,0.25,14496.0,0.1,0.0271193865016156,0.0182656299066793,36.9908270556254,0.304108023643494,3.7,4358.187,3.75,0.3,-0.531467199,12.0,12.0,16.11,23529.34,5.911499999999998,7.4354,0.1456,0,USD,0,1,Consumer staples,0,9.404124616059676,0-5 yrs,0
4,2012,India,5.75,6.95,7.09,1.5,2.0269,0.16,0.041704523229849,0.0293824564863742,62.5192931966295,0.541808545589447,1.9,12782.844,7.25,0.3,0.045961641,12.0,12.0,16.64,22170.6,0.0,6.6149,0.4365,1,USD,1,1,Utilities,1,6.0,>10 yrs,0
2,2016,Thailand,6.9456,6.8956,6.8256,0.25,15.3792,0.37,0.0276185700616103,0.0356122651559162,124.360496111764,0.496007204055786,0.7,5750.785,7.1956,0.3,-0.149085,12.0,12.0,14.2,22924.96,0.1945,4.0985,0.1112,1,BRL,1,1,Energy,0,10.0,0-5 yrs,0
2,2005,India,3.0,5.9,3.21,3.0,43.5861,2.79,0.0087527843273589,0.0148089621982078,40.0679804780573,0.551692128181458,7.9,710.512,6.0,0.1,-1.013880491,11.0,9.0,12.36,12877.17,0.0,0.0256999999999999,0.0143,1,INR,1,1,Consumer staples,0,4.0,5-10 yrs,1
1,2011,India,10.0,11.45,11.58,1.75,1.6745,0.17,0.0387668710044098,0.020471028912061,58.0784911048748,0.522340774536133,4.0,13631.421,11.75,0.3,-0.132575423,12.0,12.0,21.01,16075.88,0.0,0.963,0.0169,1,USD,1,1,Energy,0,5.0,5-10 yrs,1
1,2021,South Africa,3.8589,3.8089,4.0189,0.25,4.0357,0.09,0.0161273708480052,0.0144441724160909,127.244689016232,0.727465748786926,3.3,11475.701,4.1089,0.3,0.058753986,14.0,14.0,23.35,17911.83,2.1486,1.3234,0.0575,1,ZAR,1,1,Health care,1,30.0,5-10 yrs,1
3,2021,Thailand,4.0,3.95,4.15,0.25,73.5782,0.1,0.0136029002970013,0.010605910897718,50.1421581396974,0.582220196723938,9.7,2250.179,4.25,0.3,-0.691997945,11.0,11.0,16.11,23529.34,15.166,22.7818,0.0036,0,INR,1,1,Materials,1,9.404124616059676,>10 yrs,0
3,2013,Malaysia,1.5,2.2,2.41,1.0,30.816,0.09,0.0128910622224833,0.0153529447799494,142.363202683937,0.676355183124542,2.7,6168.268,2.5,0.3,-1.311682701,13.0,13.0,16.61,21941.48,0.0,0.7712,0.012,1,INR,1,1,Industrials,1,2.0,5-10 yrs,0
2,2021,India,4.06,4.01,4.239999999999999,0.25,20.75,0.07,0.0367337506659681,0.0329931056367761,35.1504975428107,0.32231593132019,5.7,10180.182,4.31,0.3,-0.688360929,13.0,13.0,17.9,22550.07,5.812499999999999,7.418299999999999,0.0471,0,USD,1,1,Consumer staples,1,15.0,5-10 yrs,0
4,2011,Thailand,3.57352381,5.02352381,5.25352381,1.75,8823.0,0.07,0.0347899691837259,0.0137636967397231,30.0821993577662,0.280087143182755,6.2,3690.097,5.32352381,0.3,-0.770114183,10.0,10.0,27.41,18218.82,0.0,0.15,0.022,1,MYR,1,1,Utilities,1,5.0,>10 yrs,0
3,2017,Malaysia,7.14,7.09,6.24,0.25,18.1293,1.15,0.0253919616975648,0.0353823018115987,34.3431256723362,0.338865369558334,1.9,9542.783,7.39,0.3,-0.806073427,14.0,14.0,10.13,18574.57,0.9542,1.1829,0.054,0,IDR,1,1,Utilities,0,1.0,>10 yrs,0
2,2014,Malaysia,5.39291666666667,5.4929166666666704,5.70291666666667,0.4,10.7445,0.09,0.0321099471182102,0.0254389200060718,128.838374779653,0.430953919887543,1.4,6984.926,5.79291666666667,0.3,-0.146388963,12.0,12.0,11.58,20741.19,0.0,1.3692,0.0851,0,BRL,1,1,Utilities,1,14.0,5-10 yrs,1
3,2021,India,0.25,0.2,0.4,0.25,31.4427,0.1,0.0131156736383775,0.0127504022557412,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,16.11,23529.34,2.9839,2.8528999999999995,0.0094,1,INR,1,1,Consumer staples,1,4.0,5-10 yrs,0
3,2013,South Africa,3.1100000000000003,3.810000000000001,4.0200000000000005,1.0,12.9636,0.09,0.0349246535989965,0.0225574429299099,27.859059328804,0.368889838457107,0.9,11099.184,4.11,0.3,-0.714223802,13.0,13.0,16.61,21941.48,0.2986999999999999,0.8116,0.1433,1,INR,1,1,Energy,0,5.0,>10 yrs,1
4,2016,Brazil,6.5,6.45,6.35,0.25,66.7138,0.4,0.0193739155575028,0.0111365615146764,49.1012254191341,0.434415280818939,8.3,1714.28,6.75,0.3,-0.960426509,11.0,11.0,14.07,30551.2,1.6697000000000002,9.643,0.112,1,ZAR,1,1,Utilities,0,3.0,>10 yrs,1
4,2010,Brazil,4.25,5.7,5.81,1.75,45.8729,0.19,0.0202395059047043,0.016851061638581,50.5553749785224,0.542141973972321,8.5,1350.634,6.0,0.3,-1.2779845,11.0,10.0,21.36,14742.34,0.0,0.9446,0.0338,1,USD,1,1,Utilities,0,14.0,>10 yrs,0
3,2022,India,4.25,5.45,4.07,1.5,78.09,1.68,0.0135346407176689,0.0101725171390935,50.1421581396974,0.582220196723938,7.0,2366.31,5.75,0.3,-0.568608165,11.0,11.0,25.56,20214.25,22.4165,27.760000000000005,0.2972,0,MYR,1,1,Utilities,1,5.0,5-10 yrs,1
1,2021,Brazil,2.15,2.1,2.31,0.25,5.3673,0.09,0.0388247374661458,0.0558006604750846,68.805224677681,0.654686987400055,4.8,8269.709,2.4,0.3,-0.41969654,9.0,9.0,23.35,17911.83,10.6132,20.7823,0.0011,0,USD,1,1,Materials,0,10.0,5-10 yrs,0
4,2021,Mexico,4.0,3.95,4.17,0.25,73.6357,0.08,0.0137185670337348,0.0105342951516893,50.1421581396974,0.582220196723938,9.7,2250.179,4.25,0.3,-0.691997945,11.0,11.0,31.12,23117.64,15.893300000000002,23.195300000000003,0.103,0,INR,0,1,Utilities,1,14.0,5-10 yrs,0
4,2012,Thailand,3.4856521739130404,4.685652173913041,4.82565217391304,1.5,8.2574,0.16,0.0421027361198765,0.0266980303710459,125.167785450237,0.402028262615204,2.4,8207.059,4.98565217391304,0.3,-0.0253867,13.0,13.0,16.64,22170.6,0.0,0.9101,0.0671,1,INR,1,1,Energy,0,10.0,>10 yrs,0
4,2022,Malaysia,3.68,6.13,3.35,2.75,80.2538,3.08,0.0136290899546278,0.0096957223651286,50.1421581396974,0.582220196723938,7.0,2366.31,6.43,0.3,-0.568608165,11.0,11.0,19.84,26940.26,22.4165,27.950100000000003,0.1342,0,ZAR,1,1,Utilities,1,11.0,0-5 yrs,0
4,2012,Malaysia,5.75,6.95,7.09,1.5,2.0269,0.16,0.041704523229849,0.0293824564863742,62.5192931966295,0.541808545589447,1.9,12782.844,7.25,0.3,0.045961641,12.0,12.0,16.64,22170.6,0.0,6.6149,0.1571,1,USD,1,1,Utilities,1,17.0,>10 yrs,0
4,2011,India,1.625,3.075,3.305,1.75,30.4571,0.07,0.0180815668976687,0.0131680632188637,130.672937960862,0.645829498767853,0.8,5492.115,3.375,0.3,-1.133533716,13.0,13.0,27.41,18218.82,0.0,0.2748,0.7425,1,MYR,1,1,Energy,0,17.0,>10 yrs,0
4,2021,Malaysia,8.65,8.6,8.82,0.25,5.279,0.08,0.0377362921476987,0.0362392286677463,68.805224677681,0.654686987400055,4.8,8269.709,8.9,0.3,-0.41969654,9.0,9.0,31.12,23117.64,18.0905,22.582300000000004,0.0622,1,MYR,1,1,Materials,0,12.0,0-5 yrs,0
1,2022,India,4.0,3.95,4.17,0.25,74.4075,0.08,0.0140129193136952,0.0121306076660386,50.1421581396974,0.582220196723938,7.0,2366.31,4.25,0.3,-0.568608165,11.0,11.0,33.32,22033.8,18.8116,24.5896,0.0242,0,MYR,1,1,Industrials,1,16.0,5-10 yrs,0
4,2012,Malaysia,5.75,6.95,7.09,1.5,2.0269,0.16,0.041704523229849,0.0293824564863742,62.5192931966295,0.541808545589447,1.9,12782.844,7.25,0.3,0.045961641,12.0,12.0,16.64,22170.6,0.0,6.6149,0.4579,1,MYR,1,1,Utilities,1,20.0,>10 yrs,0
4,2009,Brazil,3.3200000000000003,4.7700000000000005,4.95,1.75,13.406,0.12,0.0302648150660085,0.0581008151609983,21.6119225648182,0.333450585603714,-6.3,8346.772,5.07,0.3,-0.686627805,13.0,13.0,21.92,13742.63,0.0,0.0,0.75,0,INR,1,1,Energy,1,18.0,0-5 yrs,0
4,2019,India,3.8964,3.8464,2.3164,0.25,4.1819,1.83,0.0207484317203659,0.0086282319837669,120.706946299114,0.577838599681854,4.4,11228.293,4.1464,0.3,0.146066397,14.0,14.0,14.91,27789.54,1.0984,0.1891,0.0419,1,ZAR,1,1,Energy,0,5.0,5-10 yrs,1
4,2011,India,9.25,10.7,10.93,1.75,1.7492,0.07,0.0403204614740478,0.0326172985703481,58.0784911048748,0.522340774536133,4.0,13631.421,11.0,0.3,-0.132575423,12.0,12.0,27.41,18218.82,0.0,5.5368,0.0021,1,USD,1,1,Energy,1,7.0,5-10 yrs,1
2,2012,Malaysia,3.03,4.48,4.640000000000001,1.75,12.7523,0.14,0.0332652511933159,0.0305826299837936,24.9270563810171,0.330739587545395,3.6,10631.077,4.78,0.3,-0.662454188,13.0,13.0,26.66,25315.06,0.0,0.5956,0.0292,0,MYR,1,1,Energy,0,8.0,>10 yrs,0
1,2021,Malaysia,4.0,3.95,4.16,0.25,73.1106,0.09,0.0135031582284779,0.0150059573565524,50.1421581396974,0.582220196723938,9.7,2250.179,4.25,0.3,-0.691997945,11.0,11.0,23.35,17911.83,11.442,20.017900000000004,0.0084,0,MXN,0,1,Utilities,0,16.0,0-5 yrs,0
1,2015,Thailand,5.496153846153851,5.496153846153851,5.68615384615385,0.3,11.5527,0.11,0.026312601855339,0.0172354177683591,127.203244242731,0.462852537631989,1.3,6256.667,5.79615384615385,0.3,-0.220544875,12.0,12.0,13.04,21909.18,0.1364,1.4721,0.0203,1,THB,1,1,Energy,1,5.0,>10 yrs,1
2,2016,Indonesia,6.9456,6.8956,6.8256,0.25,15.3792,0.37,0.0276185700616103,0.0356122651559162,124.360496111764,0.496007204055786,0.7,5750.785,7.1956,0.3,-0.149085,12.0,12.0,14.2,22924.96,0.1945,4.0985,0.1108,1,ZAR,1,1,Energy,1,20.0,>10 yrs,0
4,2016,Malaysia,6.9572685,6.9072685,6.807268499999999,0.25,12998.0,0.4,0.0249998532873392,0.0261907126678544,39.4024246939413,0.283860296010971,5.0,3604.99,7.2072685,0.3,-0.379699737,11.0,11.0,14.07,30551.2,0.35,2.7297,0.0375,0,INR,1,1,Energy,0,19.0,>10 yrs,0
4,2022,Turkey,8.07,10.52,7.74,2.75,20.0689,3.08,0.0335994533553141,0.0155898483378644,34.3332804057927,0.32231593132019,3.9,11259.75,10.82,0.3,-0.691959739,12.0,12.0,19.84,26940.26,19.7441,12.997600000000002,0.0581,1,USD,1,1,Communications,0,9.0,>10 yrs,0
4,2019,South Africa,3.8964,3.8464,2.3164,0.25,4.1819,1.83,0.0207484317203659,0.0086282319837669,120.706946299114,0.577838599681854,4.4,11228.293,4.1464,0.3,0.146066397,14.0,14.0,14.91,27789.54,1.0984,0.1891,0.0166,1,MYR,1,1,Energy,1,5.0,>10 yrs,0
2,2020,Turkey,4.023,3.973,4.223,0.25,4.2958,0.05,0.0202464218967011,0.0132139774708179,133.816995520751,0.734110176563263,-5.5,10400.219,4.273,0.3,0.124463096,14.0,14.0,28.23,24050.38,2.0879,0.4563,0.0359,0,TRY,1,1,Communications,0,10.0,0-5 yrs,0
4,2019,Thailand,3.8964,3.8464,2.3164,0.25,4.1819,1.83,0.0207484317203659,0.0086282319837669,120.706946299114,0.577838599681854,4.4,11228.293,4.1464,0.3,0.146066397,14.0,14.0,14.91,27789.54,1.0984,0.1891,0.0249,1,USD,1,1,Energy,0,16.0,>10 yrs,0
3,2021,Brazil,3.58619047619048,3.5361904761904803,3.73619047619048,0.25,13.9131,0.1,0.0374757234198189,0.0244948194393018,93.1672123451215,0.492002218961716,4.7,6983.509,3.83619047619048,0.3,-0.75098139,9.0,9.0,16.11,23529.34,0.8072999999999999,9.131900000000002,0.0973,1,THB,1,1,Health care,1,19.0,0-5 yrs,1
4,2011,India,4.25,5.7,5.93,1.75,47.6905,0.07,0.021290772404611,0.0200549595324301,51.2892331325282,0.484724432229996,5.2,1449.604,6.0,0.3,-1.32679534,11.0,11.0,27.41,18218.82,0.0,3.3574,0.0368,0,USD,1,1,Energy,0,8.0,5-10 yrs,1
4,2012,Malaysia,5.75,6.95,7.09,1.5,2.0269,0.16,0.041704523229849,0.0293824564863742,62.5192931966295,0.541808545589447,1.9,12782.844,7.25,0.3,0.045961641,12.0,12.0,16.64,22170.6,0.0,6.6149,0.1512,1,THB,1,1,Utilities,1,16.0,>10 yrs,0
1,2011,Indonesia,10.0,11.45,11.58,1.75,1.6745,0.17,0.0387668710044098,0.020471028912061,58.0784911048748,0.522340774536133,4.0,13631.421,11.75,0.3,-0.132575423,12.0,12.0,21.01,16075.88,0.0,0.963,0.0319,1,USD,1,1,Utilities,1,2.0,>10 yrs,0
1,2017,Malaysia,6.98,6.930000000000001,6.58,0.25,13.5446,0.65,0.0291867001644268,0.0277116909686614,127.030283858454,0.512811839580536,1.2,6678.292,7.23,0.3,-0.284803957,11.0,11.0,12.54,32886.18,0.1945,4.7345,0.142,1,INR,1,1,Energy,0,10.0,>10 yrs,0
3,2022,Malaysia,3.0463,4.2463,2.8663,1.5,4.3993,1.68,0.0119059842115851,0.0099932637261864,113.293637089939,0.727465748786926,8.7,12465.612,4.5463,0.3,0.140358165,14.0,14.0,25.56,20214.25,5.6328000000000005,1.6819,0.0011,1,THB,1,1,Utilities,1,16.0,5-10 yrs,0
4,2015,Thailand,7.45,7.45,7.63,0.3,66.1667,0.12,0.020664361805684,0.0093228580299091,51.8675240772184,0.449610769748688,8.0,1590.174,7.75,0.3,-0.954773545,11.0,11.0,14.67,27336.31,0.6608,7.139099999999999,0.0469,1,BRL,1,1,Energy,0,9.404124616059676,>10 yrs,0
3,2022,Brazil,12.25,13.45,12.07,1.5,5.0477,1.68,0.0392055996830825,0.0341933252803401,70.6060973782971,0.654686987400055,3.0,9612.062,13.75,0.3,-0.3314659,9.0,9.0,25.56,20214.25,22.4453,24.0695,0.0083,1,BRL,1,1,Industrials,1,18.0,0-5 yrs,0
3,2011,Mexico,1.125,3.075,3.305,2.25,30.4995,0.07,0.0178132479117306,0.0141082102851523,130.672937960862,0.645829498767853,0.8,5492.115,3.375,0.3,-1.133533716,13.0,13.0,31.82,19621.82,0.0,0.1662,0.0049,1,ZAR,1,1,Energy,0,17.0,>10 yrs,0
1,2016,India,14.0,13.95,13.91,0.25,4.0556,0.34,0.0352338999455048,0.045580374268742,62.1940069702965,0.550749242305756,-3.3,9117.558,14.25,0.3,-0.38103506,9.0,9.0,17.7,24088.85,1.5748,16.165699999999998,0.2829,1,INR,1,1,Utilities,0,18.0,>10 yrs,0
2,2016,India,1.25,1.2,1.13,0.25,35.2117,0.37,0.012827450982197,0.0144447600578823,146.223949449024,0.731176972389221,3.4,5993.308,1.5,0.3,-0.991300225,13.0,13.0,14.2,22924.96,0.0,1.2568,0.0745,1,MYR,1,1,Energy,1,12.0,>10 yrs,1
4,2017,India,6.75,6.7,5.85,0.25,3.1325,1.15,0.0363083226512864,0.0260975635411376,59.4843092982775,0.57053142786026,1.3,10419.575,7.0,0.3,-0.480093956,9.0,9.0,11.43,23726.95,4.3329,17.3692,0.0953,1,USD,1,1,Energy,0,8.0,>10 yrs,0
1,2019,India,6.25,6.2,4.1,0.25,70.71,2.4,0.0124985681855672,0.0159208422383861,50.7424617406323,0.48083883523941,3.9,2050.163,6.5,0.3,-0.796840608,12.0,12.0,13.57,29707.97,7.3072,15.683599999999998,0.0031,0,USD,1,1,Utilities,1,4.0,5-10 yrs,0
2,2015,India,7.95,7.95,8.13,0.3,62.4805,0.12,0.0211786774785294,0.009706446768318,51.8675240772184,0.449610769748688,8.0,1590.174,8.25,0.3,-0.954773545,11.0,11.0,13.97,22376.54,0.0,7.011699999999999,0.1,1,INR,1,1,Energy,0,8.0,5-10 yrs,0
2,2022,Brazil,0.25,0.2,0.1699999999999999,0.25,33.2439,0.33,0.0144701802003695,0.0147103497194925,156.313811335128,0.723730862140656,2.5,7072.755,0.5,0.3,-0.383099318,13.0,13.0,25.69,25434.66,5.379100000000001,3.0879000000000003,0.0226,1,THB,1,1,Consumer discretionary,0,10.0,5-10 yrs,1
4,2021,Malaysia,3.5,3.45,3.67,0.25,14307.005,0.08,0.0268944751926125,0.0150460481506252,36.9908270556254,0.304108023643494,3.7,4358.187,3.75,0.3,-0.531467199,12.0,12.0,31.12,23117.64,6.961499999999998,7.5477,0.1534,0,MYR,1,1,Utilities,1,9.404124616059676,>10 yrs,0
4,2021,Malaysia,0.25,0.2,0.42,0.25,33.1,0.08,0.014141070577843,0.0162990655902571,164.075002469495,0.723730862140656,1.5,7237.318,0.5,0.3,-0.568726182,13.0,13.0,31.12,23117.64,3.2394,3.0879,0.0071,1,MYR,1,1,Consumer staples,0,1.0,5-10 yrs,1
4,2020,India,4.23,4.180000000000001,4.390000000000001,0.25,21.6613,0.09,0.0373346500558611,0.0573684329653167,36.940246093683,0.328103870153427,-8.6,8742.217,4.48,0.3,-0.791369319,13.0,13.0,20.77,24511.59,3.3275,5.3634,0.15,1,USD,1,1,Consumer discretionary,1,3.0,0-5 yrs,0
2,2022,India,0.25,0.2,0.1699999999999999,0.25,33.2439,0.33,0.0144701802003695,0.0147103497194925,156.313811335128,0.723730862140656,2.5,7072.755,0.5,0.3,-0.383099318,13.0,13.0,25.69,25434.66,5.379100000000001,3.0879000000000003,0.0209,1,MYR,1,1,Consumer discretionary,1,30.0,5-10 yrs,0
2,2017,Malaysia,6.25,6.2,5.6,0.25,65.8009,0.9,0.0175260584544546,0.0086370578245442,48.794021399068,0.467568516731262,6.8,1957.97,6.5,0.3,-0.774099052,12.0,12.0,9.89,22192.55,2.6243000000000003,10.1247,0.0024,1,USD,1,1,Energy,0,14.0,5-10 yrs,0
3,2022,Malaysia,3.0463,4.2463,2.8663,1.5,4.3993,1.68,0.0119059842115851,0.0099932637261864,113.293637089939,0.727465748786926,8.7,12465.612,4.5463,0.3,0.140358165,14.0,14.0,25.56,20214.25,5.6328000000000005,1.6819,0.0064,1,BRL,1,1,Industrials,0,20.0,>10 yrs,0
